name,recipie,category,image_name,image_ext,image_url
Лимонад Trojito," Ингредиенты:15 мл сиропа ODK «Киви»15 мл сиропа ODK «Гуава»15 мл лаймового сока5 г мяты75 мл воды алоэ75 мл газированной водыУкрашение: соцветие мяты и слайсы кивиМетод приготовления:«Разбудить» листья мяты хлопком и поместить в бокалДобавить сиропы и сок лаймаНаполнить бокал дробленым льдомДобавить воду алоэ и газированную водуХорошо перемешатьУкрасить напитокЕмкость для подачи: Стакан «Свит» стекло 440мл D=85,H=117мм прозр. ",lemonade,1725213065_4379497.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/l0GkdDCIcx01_kJ2W_k4j06yIWQ=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Ftrojito_lemonade.jpg
Лимонад Pineapple Margo," Ингредиенты:20 мл сиропа ODK «Ананас»20 мл сиропа ODK «Маргарита»15 мл лимонного сока60 г консервированного ананаса200 мл воды негазированной150 мл газированной водыУкрашение: чипс ананаса, слайсы лаймаМетод приготовления:Поместить в чашу блендера все ингредиенты, кроме газированной водыСмешать до однородной консистенцииНаполнить бокал кусковым льдомПерелить напиток в бокал и добавить газированную водуХорошо перемешатьУкрасить напитокЕмкость для подачи: Стакан для коктейлей «Ананас» стекло 0,7л ",lemonade,1725213066_3869286.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/0E6V0_C3LPopLz-WtMufbFwnoIg=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fpineapple_margo.jpg
Ягодно-освежающий березовый Айс Ти," Ингредиенты:20 мл сиропа ODK «Лесные Ягоды»20 мл сиропа ODK «Мохито»10 мл лимонного сока75 мл березового сока1 шт. пакетированного черного чая100 мл горячей водыУкрашение: ягоды с/м, листья мятыМетод приготовления:Заварить чай в горячей воде в питчереНалить в бокал сиропы и сок лимонаНаполнить бокал кусковым льдомДобавить березовый сокУдалить чайный пакетик и перелить чай в бокалХорошо перемешатьУкрасить напитокЕмкость для подачи: Бокал для вина «Спикизис Свинг» хр.стекло 0,55л D=93,H=227мм прозр. ",cold_tea,1725213067_4160025.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/zsCZ01tkyfQh8B6k318cLSIEtcU=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fyagodno-berezovii_icetea.jpg
Холодный чай Необычная ромашка," Ингредиенты: 10 мл сиропа ODK «Огурец»5 мл сиропа ODK «Имбирь»10 мл лимонного сока75 мл ромашкового газированного чая Украшение: слайсы огурца и имбиря Метод приготовления: Налить все ингредиенты, кроме чая, в бокалНаполнить бокал кусковым льдомДобавить чайХорошо перемешатьУкрасить напиток Емкость для подачи: Хайбол «Анесон» хр.стекло 150мл D=51,5,H=122мм прозр. ",cold_tea,1725213068_5098112.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/rA1r78Bsy4FrEYfx3lXQBeXCAKc=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fneobichnaya_romashka.jpg
Холодный кофе Нитро-орешек," Ингредиенты:10 мл сиропа ODK «Кардамон»20 мл сиропа ODK «Лесной Орех»150 мл нитро-кофеУкрашение: зерна кардамона, фундукМетод приготовления:Налить в бокал сиропыПоместить в бокал сферу льдаДобавить нитро-кофеХорошо перемешатьУкрасить напитокСовет: для приготовления нитро-кофе необходимо смешать 180 мл эспрессо с холодной водой в нитро-сифоне и провести газацию азотом.Емкость для подачи: Олд Фэшн «Кассиопея» стекло 330мл D=86,H=88мм прозр. ",coffee,1725213069_4818091.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/345PVc02XqvXzsbEG9GOyecVdRo=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fnitro_oreshek.jpg
Освежающий кофе-тоник с малиной," Ингредиенты:15 мл сиропа ODK «Малина»10 мл сиропа ODK «Перечная Мята»1 шот эспрессо100 мл индиан тоникаУкрашение: малина, соцветие мятыМетод приготовления:Сварить порцию эспрессоНалить в бокал сиропыНаполнить бокал кусковым льдомНалить в бокал тоникХорошо перемешатьУкрасить напитокСовет: так как напиток получается многослойным, перед употреблением его необходимо перемешать.Емкость для подачи: Хайбол «Саваж» хр.стекло 330мл D=68,H=146мм прозр. ",coffee,1725213070_4748054.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/T-Rst4jCblM_LvRMHAzYWhQ2Mcs=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fcoffee_tonic_s_malinoi.jpg
Милкшейк с пряной печенькой," Ингредиенты:20 мл сиропа ODK «Шоколадное Печенье»10 мл сиропа ODK «Чай Масала»100 г ванильного пломбира150 мл молокаУкрашение: взбитые сливки, крошка шоколадного печеньяМетод приготовления:Поместить в чашу блендера все ингредиентыСмешать до однородной консистенцииПерелить в бокалУкрасить напитокЕмкость для подачи: Бокал для коктейлей «Лондон» стекло 400мл D=8,H=18см прозр. ",milkshake,1725213071_3501585.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/LahSoPaA9kVffVZv89xB23lk-qo=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fmilkshake_s_pryanoi_pechen%27koi.jpg
Злаково-ореховый шейк," Ингредиенты:  20 мл сиропа ODK «Арахисовая Паста» 20 мл сиропа ODK «Имбирный Пряник» 100 г ванильного пломбира 180 мл овсяного молока  Украшение: взбитые сливки, арахис, карамельный топпинг Метод приготовления:  Поместить в чашу блендера все ингредиенты Смешать до однородной консистенции Перелить в бокал Украсить напиток  Емкость для подачи: Хайбол «Сордженте» стекло 460мл D=76,H=131мм прозр. ",milkshake,1725213072_485367.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/797NMBbT8ZW7YyPUQr8Xdyb-LYo=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fzlakovo_orekhoviy_shake.jpg
Чайный смузи с яблоком и корицей," Ингредиенты:20 мл сиропа ODK «Зеленое Яблоко»10 мл сиропа ODK «Корица»80 г банана120 мл зеленого холодного чая1 бокал кускового льдаУкрашение: слайсы яблокаМетод приготовления:Поместить в чашу блендера все ингредиентыСмешать до однородной консистенцииПерелить в бокалУкрасить напитокЕмкость для подачи: Хайбол «Би Боп» стекло 350мл D=69,H=142мм прозр. ",smoothie,1725213073_7899783.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/r3ONayApFgml5-qGtsb8v7WCpCw=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2Fchainiy_smuzi.jpg
Лимонад Земляника-черная смородина," Ингредиенты: 30 мл пюре Pinch&Drop «Чёрная смородина»20 мл сиропа Pinch&Drop «Земляника»10 мл напитка Pinch&Drop «Сок лимонный концентрированный»170 мл содовой30 г красной смородины Украшение: красная смородина, мята Метод приготовления: Все компоненты поместить в бокалДобавить лед (с горкой)Налить содовую доверхуВсе перемешатьУкрасить напиток Емкость для подачи: Хайбол «Америка 20х» стекло 400мл D=68,H=158мм прозр. ",lemonade,1725213074_9734898.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/lkoGPAuRRwooXBmlstQbp9YRKNg=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2F01_Stawberry_black_currant_752%D1%85480.png
Лимонад Маракуйя-груша," Ингредиенты:10 мл сиропа Pinch&Drop «Груша»15 мл сиропа Pinch&Drop «Маракуйя»30 мл пюре Pinch&Drop «Маракуйя»10 мл напитка Pinch&Drop «Сок лимонный концентрированный»20 г груши100 мл содовойУкрашение: слайсы груши, мятаМетод приготовления:Поместить нарезанную слайсами грушу в бокалДобавить все остальные компоненты, кроме содовойДобавить лед (с горкой)Налить содовую доверхуВсе перемешатьУкрасить напитокЕмкость для подачи: Хайбол «Диамант» хр.стекло 480мл D=72,H=157мм прозр. ",lemonade,1725213075_9095232.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/cNz5to5lI91KsSCgBVaaMhKyvAY=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2F02_Passion_fruit-pear_752%D1%85480.png
Лимонад Манго-персик," Ингредиенты:30 мл пюре Pinch&Drop «Манго»15 мл сиропа Pinch&Drop «Персик»5 мл сиропа Pinch&Drop «Маракуйя»10 мл напитка Pinch&Drop «Сок лимонный концентрированный»170 мл содовой3 г листьев мятыУкрашение: цедра апельсина, мятаМетод приготовления:Поместить все компоненты в бокал, кроме содовой и мятыДобавить лед (с горкой) и листья мятыНалить содовуюВсе перемешатьУкрасить напитокЕмкость для подачи: Хайбол «Миксолоджи текстуры» хр.стекло 480мл D=71,H=157мм прозр. ",lemonade,1725213076_8824015.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/MMfSvj8YHyOKtb_36GXgfDOzhZ0=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2F03_Mango-peach_752%D1%85480.png
Лимонад Малина-грейпфрут," Ингредиенты:15 мл сиропа Pinch&Drop «Розовый грейпфрут»15 мл сиропа Pinch&Drop «Малина»20 мл сиропа Pinch&Drop «Клубника»10 мл напитка Pinch&Drop «Сок лимонный концентрированный»170 мл содовой20 г грейпфрутаУкрашение: свежая малина, мятаМетод приготовления:Поместить дольку грейпфрута и ягоды малины в бокалНалить сиропы, сок лимона и пюреДобавить лед (с горкой)Налить содовую доверхуВсе перемешатьУкрасить напитокЕмкость для подачи: Хайбол «Элизия» стекло 445мл D=76,H=150мм прозр. на тарелке «Студио Ро» керамика D=111,H=24мм серый ",lemonade,1725213077_9371235.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/-6djn7xwlyRv-tPHpFBl1xlInoE=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2F04_Raspberry-grapefruit_752%D1%85480.png
Холодный кофе Черная смородина-трипл сек," Ингредиенты:10 мл сиропа Pinch&Drop «Чёрная смородина»10 мл сиропа Pinch&Drop «Трипл-сек»150 мл молока30 мл колд-брюУкрашение: маршмэллоу, ягоды ежевикиМетод приготовления:Добавить все компоненты в бокал со льдомВсе перемешатьУкрасить напитокЕмкость для подачи: Хайбол «Джаз» хр.стекло 450мл D=72,H=133мм прозр. на крышке для салатника «Байя» керамика D=12,5см розов. ",coffee,1725213079_0839384.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/S-w7k08evtfXkvv5B0ACZu6bwqI=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2F05_Black_currant_triple_sec_752%D1%85480.png
Холодный кофе Персик-банан," Ингредиенты:15 мл сиропа Pinch&Drop «Персик»10 мл сиропа Pinch&Drop «Желтый банан»150 мл молока30 мл колд-брю40 мл бананового нектараУкрашение: слайсы банана, мятаМетод приготовления:Добавить все компоненты в бокал со льдомВсе перемешатьУкрасить напитокЕмкость для подачи: Хайбол «Мод» хр.стекло 430мл D=74,H=135мм прозр. на тарелке маленькой «Нордик» стекло D=9см серый ",coffee,1725213079_9067752.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/fO4aNIFINTwP_AqLW80d7DhI2hE=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F130%2F06_Peach-banana_752%D1%85480.png
Лимонад Жвачка что надо!," Ингредиенты:40 мл кордиала C.O.D.E «Ревень / Малина / Сицилийский лимон»20 мл сиропа ODK «Баббл гам»20 мл лаймового сока5 г мяты100 мл газированной водыУкрашение: соцветие мятыМетод приготовления:Налить в бокал кордиал, сок лайма и сироп«Разбудить» мяту и положить в бокалНаполнить бокал дробленым льдомДобавить газированную воду и хорошо перемешатьУкрасить напитокЕмкость для подачи: Хайбол «Лонгшамп» хр.стекло 360мл D=75мм  ",lemonade,1725213081_1232235.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/FY1ItUi_P8v7Q0mXlseSHrCnT3k=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fzvachka_schto_nado_752x480.png
Коктейль Спецfashion," Ингредиенты:30 мл кордиала C.O.D.E «Апельсин Фукумото / Французская Ваниль / Соль»60 мл бурбона1 г цитрусового перца (специи)1 дэш биттера Ангостура50 мл водкиУкрашение: апельсиновый чипсМетод приготовления:Охладить бокал кусковым льдомНаполнить смесительный бокал на 2/3 кусковым льдомНалить все ингредиенты, кроме цитрусового перца, в смесительный бокал и хорошо перемешатьУдалить из бокала кусковой лёд и поместить ледяной кубПерелить напиток в бокал с помощью джулеп стрейнера и добавить цитрусовый перецУкрасить напитокЕмкость для подачи: Олд Фэшн «Камберленд» хр.стекло 370мл D=85,H=85мм прозр.  ",alcohol,1725213082_1441903.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/sV6RArrmsSXhqGOPIulj5LIa0V8=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fspecfashion_752x480.png
Подсоленный кофе-тоник," Ингредиенты:30 мл кордиала C.O.D.E «Апельсин Фукумото / Французская Ваниль / Соль»20 мл сиропа ODK «Соленая карамель»20 мл лаймового сока100 мл индиан тоника1 шот эспрессоУкрашение: слайсы апельсинаМетод приготовления:Сварить порцию эспрессоНалить в бокал сироп, кордиал и сок лимонаПоложить в бокал лёд, вторым слоем налить в бокал тоникУкрасить напиток слайсами апельсинаТретьим слоем налить в бокал кофеЕмкость для подачи: Хайбол «Джаз» хр.стекло 450мл D=72,H=133мм прозр.  ",coffee,1725213083_1379268.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/L74WzRodao2GTaI94uIGt8F5zvA=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fcoffee_tonic_752x480.png
Коктейль Цветущая Марго," Ингредиенты:30 мл кордиала C.O.D.E «Черная Смородина / Ананасовый Экспресс / Лаванда»50 г ананаса50 мл белой текилы30 мл ликера Трипл-Сек30 мл лаймового сокаУкрашение: веточки лавандыМетод приготовления:Охладить бокал кусковым льдомНаполнить большую часть шейкера кусковым льдом на 2/3В маленькую часть шейкера положить ананас и размять его мадлеромНалить все оставшиеся ингредиенты в маленькую часть шейкераСлить талую воду из большой части шейкера, закрыть шейкер и хорошо взбить все ингредиентыУдалить лёд из бокала и перелить напиток в бокал с помощью стрейнераУкрасить напитокЕмкость для подачи: Шампанское-блюдце «Америка 20х» стекло 275мл D=10,7,H=14см прозр.  ",alcohol,1725213084_1955824.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/b4u0eUX4mlf4QZtYnAfn8WkP-jg=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fmargo_752x480.png
Лимонад Вкус цветов," Ингредиенты:30 мл кордиала C.O.D.E «Черная Смородина / Ананасовый Экспресс / Лаванда»20 мл сиропа ODK «Лаванда»30 мл лимонного сока70 мл воды алоэ70 мл розового тоникаУкрашение: бутон розыМетод приготовления:Наполнить бокал шарами льдаНалить все ингредиенты и хорошо перемешатьУкрасить напитокЕмкость для подачи: Хайбол «Эклипс» хр.стекло 360мл D=76,H=130мм прозр.  ",lemonade,1725213085_1082416.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/_edfxNIrZmBex7wES1DccmzcnSA=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fvkus_cvetov_752x480.png
Коктейль Пьянящий пирог," Ингредиенты:30 мл кордиала C.O.D.E «Лимонный Крамбл»60 мл джина30 мл сухого вермутаУкрашение: цитрусовый мармеладМетод приготовления:Охладить бокал кусковым льдомНаполнить смесительный бокал кусковым льдом на 2/3Налить все ингредиенты и хорошо перемешатьУдалить из смесительного бокала кусковой лёдПерелить напиток в бокал с помощью джулеп стрейнераУкрасить напитокЕмкость для подачи: Шампанское-блюдце «Новеченто Либерти» стекло 220мл D=90,H=124мм прозр.  ",alcohol,1725213086_3404777.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/D22lG-0DCkPaLftG89Jyr-hUPf8=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fp%27yanashii_pirog_752x480.png
Коктейль Игристый десерт," Ингредиенты:40 мл кордиала C.O.D.E «Лимонный Крамбл»50 мл сухого игристого винаУкрашение: лимонная мармеладкаМетод приготовления:Налить в бокал кордиал, добавить игристое вино и аккуратно перемешатьУкрасить напитокЕмкость для подачи: Бокал-флюте «Бах» хр.стекло 210мл D=70,H=235мм  ",alcohol,1725213087_4215775.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/dR5d6MPre7uib9RxUzRIVx_kg_U=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Figristii_desert_752x480.png
Коктейль Разносторонний джин," Ингредиенты:40 мл кордиала C.O.D.E «Ревень / Малина / Сицилийский лимон»50 мл джинаУкрашение: цедра лимона и малинаМетод приготовления:Охладить бокал кусковым льдомНаполнить смесительный бокал кусковым льдом на 2/3Налить все ингредиенты и хорошо перемешатьУдалить лёд из смесительного бокалаПерелить напиток в бокал с помощью джулеп стрейнераУкрасить напитокЕмкость для подачи: Бокал для вина ""Ник&Нора"" «Эссеншл» хр.стекло 160мл D=74,H=150мм прозр.  ",alcohol,1725213088_665462.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/IlsQnR6KvTmYCO-p9ULbN28FZMI=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fraznostoronnii_dzin_752x480.png
Коктейль Соленый микс," Ингредиенты:40 мл кордиала C.O.D.E «Апельсин Фукумото / Французская Ваниль / Соль»50 мл белой текилыУкрашение: апельсиновый чипсМетод приготовления:Охладить бокал кусковым льдомНаполнить смесительный бокал на 2/3 кусковым льдомНалить все ингредиенты и хорошо перемешатьОбновить лёд в бокалеПерелить напиток в бокал с помощью джулеп стрейнераУкрасить напитокЕмкость для подачи: Олд Фэшн «Эклипс» хр.стекло 290мл D=86,H=80мм прозр.  ",alcohol,1725213089_9113824.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/sORhuoRpsunTmKwtwKcwt4WUoHY=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fsoleniy_mix_752x480.png
Коктейль Быстрый экспресс," Ингредиенты:40 мл кордиала C.O.D.E «Черная Смородина / Ананасовый Экспресс / Лаванда»50 мл водкиУкрашение: ананасовый чипсМетод приготовления:Охладить бокал кусковым льдомНаполнить смесительный бокал на 2/3 кусковым льдомНалить все ингредиенты и хорошо перемешатьОбновить лёд в бокалеПерелить напиток в бокал с помощью джулеп стрейнераУкрасить напитокЕмкость для подачи: Олд Фэшн «Саваж» хр.стекло 295мл D=86,H=77мм прозр.  ",alcohol,1725213090_7804031.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/Oic1L7kcR13aH9WHke5MtxPbEBA=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fbistrii_express_752x480.png
Лимонад Крамбл-Бамбл," Ингредиенты:40 мл кордиала C.O.D.E «Лимонный Крамбл»30 мл сиропа ODK «Мохито»30 мл лимонного сока100 мл имбирного тоника30 мл яичного белкаУкрашение: соцветие мятыМетод приготовления:Охладить бокал кусковым льдомНаполнить большую часть шейкера кусковым льдом на 2/3В маленькую часть шейкера налить все ингридиенты, кроме тоникаСлить талую воду из большой части шейкера, закрыть шейкер и хорошо взбить все ингредиентыУдалить лёд из бокала и перелить напиток в бокал с помощью стрейнераУкрасить напитокЕмкость для подачи: Хайбол «Мод» хр.стекло 430мл D=74,H=135мм прозр.  ",lemonade,1725213091_7399752.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/FvTjd-So0F7G5BBFoHwE7YaplJY=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fcramble_bumble_752x480.png
Коктейль Красный вкус Сицилии," Ингредиенты:30 мл кордиала C.O.D.E «Ревень / Малина / Сицилийский лимон»30 г клубники30 г малины20 мл лимонного сока50 мл водкиУкрашение: цедра лимона и малинаМетод приготовления:Охладить бокал кусковым льдомНаполнить большую часть шейкера кусковым льдом на 2/3В маленькую часть шейкера положить ягоды и размять их мадлеромНалить все оставшиеся ингредиенты в маленькую часть шейкераСлить талую воду из большой части шейкера, закрыть шейкер и хорошо взбить все ингредиентыУдалить лёд из бокала и перелить напиток в бокал с помощью стрейнера и ситаУкрасить напитокЕмкость для подачи: Бокал для вина «Миксолоджи» хр.стекло 150мл D=69,H=147мм прозр. ",alcohol,1725213092_6729338.png,png,https://jz9czo0xs6.ru.scalesta-cdn.com/-uyOq0Q-nuuuj95uOLu_vy3ZDQ8=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2Fkrasniy_vkus_sicilii_752x480.png
Коктейль сладкий февраль," Ингредиенты:20 мл сиропа P&D «Малина»30 мл пюре P&D «Манго»200 мл содовой15 мл конц. сока лимона P&D30 гр малиныУкрашение:эвкалипт миниМетод приготовления:В бокал со льдом поместить все ингредиентыХорошо перемешатьУкраситьБокал:Хайбол «Миксолоджи» хр.стекло 0,51л D=88,H=142мм прозр. ",lemonade,1725213093_6671882.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/EX0IEV1Isc96I1G6I5JykE_LLgY=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2F%D0%A1%D0%BB%D0%B0%D0%B4%D0%BA%D0%B8%D0%B8%CC%86_%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8C_752%D1%85480.jpg
Коктейль Валентин," Ингредиенты:10 мл сиропа P&D «Тайский ананас»10 мл пюре P&D «Клубника»40 мл водки15 мл лимонного сокаУкрашение:лепесток розыМетод приготовления:Все ингредиенты поместить в смесительный стакан со льдомХорошо перемешатьПри помощи стрейнера перелить в бокал со льдомУкраситьБокал:Коктейльная рюмка ""Retro"" «Бах» хр.стекло 260мл D=97,H=157мм прозр. ",alcohol,1725213094_6687348.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/5cyD2v9NCffp-d8eG7MdYZTuYw0=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2F%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD_752%D1%85480.jpg
Коктейль Егерь," Ингредиенты:50 мл егермейстера30 мл кордиала CODE «Лаванда, ананасовый экспресс, черная смородина»Украшение:цедра лимона, палочная корицыМетод приготовления:Все ингредиенты поместить в смесительный стакан со льдомХорошо перемешатьПри помощи стрейнера перелить в бокал со льдомУкраситьБокал:Олд фэшн «Бах» хр.стекло 255мл D=75,H=90мм прозр. ",alcohol,1725213095_4727564.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/rGMQqmwLgMg3b3cbuMMWtJ9GvCs=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2F%D0%95%D0%B3%D0%B5%D1%80%D1%8C_752%D1%85480.jpg
Коктейль Spicy Mexico Man," Ингредиенты:Cироп ODK «Маргарита» 20 млСироп ODK «Чили» 10 млСок лимона 15 млТекила 60 млЛикер трипл сек 50 млУкрашение:Слайс лайма, перец чили, краст из солиМетод приготовления:Наполнить бокал и большую часть шейкера кусковым льдом для охлажденияВ маленькую часть шейкера налить все ингредиентыСлить талую воду из шейкераХорошо взбить напиток в шейкереУдалить кусковой лед из бокала и поместить в бокал ледяной кубПерелить напиток в бокал с помощью стрейнераУкрасить напитокБокал:Олд Фэшн «Джаз», Bormioli Luigi, хр.стекло, 350мл, арт.: 1022123 ",alcohol,1725213096_3666098.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/bmix3RgAH7ClQG6kKkQpZWUjPnA=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2FSpicy_Mexico_Man_752%D1%85480.jpg
Коктейль Taronto’s Bitter," Ингредиенты:40 мл джина30 мл красного вермута4 дэша ангостуры10 мл сиропа P&D «Клён»Украшение:Кумкват в карамельной корочкеМетод приготовления:Все ингредиенты поместить в смесительный стакан со льдомХорошо перемешатьПри помощи стрейнера перелить в бокал со льдомУкрасить напитокБокал:Олд Фэшн «Рома 1960» хр.стекло 380мл D=85,H=90мм прозр. ",alcohol,1725213097_5438967.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/J7HwGc2T_pPEasxSw-uot-ox5Mg=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2FTorontos_Bitter_752%D1%85480.jpg
Коктейль для самой нежной ," Ингредиенты:30 мл джина50 мл лимонного сока30 мл яичного белка20 мл мартини «Фиеро»30 мл кордиала CODE «Апельсин фукумото, французская ваниль, соль»Украшение:соцветиемМетод приготовления:Все ингредиенты поместить в шейкерВзбить безо льда, затем добавить лед и взбить еще раз до пушистой пеныПри помощи дабл стрейна ( стрейнер и сито) перелить в бокалУкрасить напитокБокал:Коктейльная рюмка «Спикизис Свинг» хр.стекло 220мл D=99,H=150мм прозр. ",alcohol,1725213098_7164593.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/vhqneC3HdvdpVzeLxGxXfLcN6tM=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2F%D0%94%D0%BB%D1%8F_%D1%81%D0%B0%D0%BC%D0%BE%D0%B8%CC%86_%D0%BD%D0%B5%D0%B6%D0%BD%D0%BE%D0%B8%CC%86_752%D1%85480.jpg
Коктейль розовый рассвет," Ингредиенты:10 мл сироп P&D «Дамасская роза»20 мл лимонного сока20 мл пюре P&D «Клубника»40 мл светлого рома20 мл сухого вермута30 мл яичного белкаУкрашение:розовый сухоцветМетод приготовления:Все ингредиенты поместить в шейкерВзбить безо льдаЗатем добавить лед и взбить еще раз до пушистой пеныПри помощи дабл стрейна ( стрейнер и сито) перелить в бокалУкрасить напитокБокал:Хайбол «Бах» хр.стекло 360мл D=64,H=155мм ",alcohol,1725213099_540971.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/t4m4PW_mBmAqbOSVni9b6s--i5c=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2F%D0%A0%D0%BE%D0%B7%D0%BE%D0%B2%D1%8B%D0%B8%CC%86_%D1%80%D0%B0%D1%81%D1%81%D0%B2%D0%B5%D1%82_752%D1%85480.jpg
SSS - Simle Sparkling Surprise," Ингредиенты:Кордиал C.O.D.E «Ревень-Малина-Сицилийский лимон» 30 млКрасный вермут 30 млИгристое сухое вино 100 млУкрашение:Цедра лимона, малинаМетод приготовления:Налить все ингредиенты в бокалАккуратно перемешатьУкрасить напитокБокал:Бокал-флюте «Спикизис Свинг», Bormioli Luigi, хр.стекло, 210мл, арт.: 1060920 ",alcohol,1725213100_4470038.jpg,jpg,https://jz9czo0xs6.ru.scalesta-cdn.com/DoiRehBS3vIkVnWDcbMUgodwWyU=/filters:format(webp)/https%3A%2F%2Fcomplexbar.ru%2Fimages%2Fblog%2F129%2FSSS_752%D1%85480.jpg
